,key,timestamp
179,n,72420.73599999999
180,i,72660.245
181,s,72922.897
182,t,73214.529
183,Key.enter,74438.73999999999
184,i,77767.497
185,n,77974.91799999999
186,t,78184.11899999999
187,o,78428.618
188,Key.enter,79238.208
189,t,79976.678
190,h,80164.268
191,i,80896.442
192,s,81153.427
193,Key.space,81401.224
194,a,81753.33899999999
195,t,82143.424
196,i,82375.284
197,c,82548.19499999999
198,l,82747.75099999999
199,e,82975.667
200,Key.space,83196.311
201,i,83494.86499999999
202,s,83714.947
203,Key.space,83892.129
204,a,84103.064
205,Key.space,84320.106
206,c,84501.027
207,o,84661.114
208,n,84857.012
209,t,85086.212
210,i,85294.23199999999
211,n,85718.593
212,u,86134.004
213,a,86430.454
214,t,86650.48199999999
215,i,86833.677
216,o,87040.96399999999
217,n,87238.79699999999
218,Key.space,87508.124
219,t,87795.13799999999
220,o,87991.936
221,Key.space,88202.728
222,h,88435.021
223,t,88602.965
224,e,88845.932
225,Key.space,89075.938
226,a,89335.845
227,r,89617.887
228,t,89877.906
229,i,90101.734
230,c,90356.32299999999
231,l,90588.046
232,e,90823.939
233,Key.space,91092.707
234,l,92637.872
235,i,93201.197
236,n,93434.72
237,k,93890.74399999999
238,e,94289.67199999999
239,d,94618.75899999999
240,Key.space,95024.128
241,b,95960.561
242,e,96163.811
243,l,96352.544
244,o,96568.362
245,w,96815.992
246,Key.space,97151.67499999999
247,w,97691.598
248,h,98544.76
249,i,98776.712
250,c,99102.81199999999
251,h,99374.64
252,Key.space,99645.45599999999
253,d,100524.333
254,e,100808.559
255,a,101053.269
256,l,101286.037
257,s,101528.315
258,Key.space,101782.311
259,w,102060.436
260,i,102304.98599999999
261,t,102546.488
262,h,102745.83099999999
263,Key.space,103090.48199999999
264,t,103625.69
265,h,103881.375
266,e,104104.39
267,Key.space,104322.352
268,n,104621.40299999999
269,e,104881.252
270,e,105185.352
271,d,105480.575
272,Key.space,105873.253
273,f,106376.128
274,o,106539.24699999999
275,r,106807.292
276,Key.space,107049.651
277,h,107794.358
278,y,108047.021
279,p,108370.16799999999
280,e,108652.98199999999
281,r,108931.847
282,p,112864.11799999999
283,a,113761.97799999999
284,r,114219.162
285,a,114449.036
286,m,114714.152
287,e,114907.758
288,t,115185.469
289,e,115410.674
290,r,115637.54699999999
291,s,115972.621
292,Key.space,116295.689
293,o,116794.79299999999
294,p,117067.029
295,t,117392.52799999999
296,i,117591.036
297,m,117811.735
298,i,118051.14499999999
299,z,118687.686
300,a,118830.784
301,t,119113.624
302,i,119343.314
303,o,119570.662
304,n,119806.02399999999
305,Key.space,120704.718
306,u,121054.647
307,s,121261.60399999999
308,i,121485.079
309,n,121866.242
310,g,122331.644
311,Key.space,122615.472
312,h,123242.69399999999
313,y,123488.503
314,p,123765.545
315,e,123969.51
316,r,124249.163
317,a,124694.699
318,s,124990.078
319,Key.space,125287.252
320,f,126230.97799999999
321,o,126520.33099999999
322,r,126775.93699999999
323,Key.space,127004.64199999999
324,d,127797.33499999999
325,e,128055.26
326,n,128258.95499999999
327,s,128518.18699999999
328,Key.space,128701.688
329,n,128936.38299999999
330,e,129141.718
331,u,129323.598
332,r,129559.62199999999
333,a,129808.663
334,l,130055.193
335,Key.space,130297.182
336,n,130531.84899999999
337,e,130722.506
338,t,131007.70999999999
339,w,131808.547
340,o,132080.13499999998
341,r,132325.106
342,k,133189.062
343,s,133659.05
344,Key.space,135010.604
345,m,135564.057
346,u,135867.987
347,l,136098.782
348,t,136354.951
349,i,136683.027
350,Key.space,136958.90899999999
351,l,137137.81
352,a,137327.06699999998
353,y,137530.252
354,e,137725.921
355,r,137987.13
356,Key.space,138164.848
357,p,138364.859
358,e,138531.256
359,r,138776.011
360,c,139252.915
361,e,139427.95299999998
362,p,139681.735
363,t,139941.614
364,r,140178.183
365,o,140445.17799999999
366,n,140694.74
367,s,141293.858
368,Key.enter,142103.948
369,Key.shift,142890.875
370,I,143154.713
371,n,143492.67299999998
372,Key.space,143675.588
373,t,143907.641
374,h,144105.26499999998
375,e,144338.573
376,Key.space,144557.637
377,c,145116.65899999999
378,u,145351.49899999998
379,r,145606.609
380,r,145794.625
381,e,146006.886
382,n,146210.818
383,t,146433.815
384,Key.space,146624.542
385,a,146827.688
386,r,147110.447
387,t,147338.569
388,i,147566.445
389,c,147799.607
390,l,147995.408
391,e,148250.512
392,Key.space,148523.394
393,w,149361.44
394,e,149619.99899999998
395,Key.space,149817.405
396,w,150266.433
397,i,150486.989
398,l,150769.28999999998
399,l,150961.323
400,Key.space,151250.447
401,c,151539.40099999998
402,o,151768.834
403,n,152023.622
404,t,152242.38
405,i,152466.05
406,n,152688.255
407,u,152916.234
408,e,153150.74599999998
409,Key.space,153384.182
410,f,154030.274
411,r,154264.324
412,o,154490.55299999999
413,m,154730.47
414,Key.space,154986.64599999998
415,w,155330.91499999998
416,h,155584.08299999998
417,e,155791.492
418,r,156060.16
419,e,156306.129
420,Key.space,156559.63
421,w,156798.111
422,e,157085.016
423,Key.space,157353.892
424,l,157599.072
425,e,157826.20799999998
426,f,158082.897
427,t,158307.254
428,Key.space,158561.55
429,o,159533.092
430,f,159834.05
431,f,160068.93
432,f,160308.23299999998
433,Key.space,160623.0
434,Key.enter,160905.864
435,Key.enter,161155.899
436,Key.enter,161425.288
437,i,162018.93899999998
438,n,162257.71099999998
439,Key.space,162518.929
440,Key.enter,162754.005
441,i,163184.971
442,n,163453.761
443,Key.enter,163731.148
444,Key.space,164121.318
445,i,164453.009
446,n,164689.763
447,Key.enter,164968.26499999998
448,Key.enter,165304.486
449,i,165688.739
450,n,165929.91999999998
451,Key.enter,166187.72199999998
452,i,166497.452
453,n,166717.788
454,Key.enter,167001.197
455,a,167968.764
456,n,168270.979
457,d,168586.649
458,Key.space,168890.42799999999
459,w,169554.669
460,o,169812.447
461,u,170063.433
462,l,170336.76799999998
463,d,171393.631
464,Key.space,171658.474
465,t,171918.94199999998
466,r,172179.388
467,y,172432.957
468,Key.enter,172845.44
469,Key.space,173346.789
470,t,174069.36299999998
471,o,174338.269
472,Key.space,174559.9
473,s,174846.604
474,o,175063.933
475,l,175300.497
476,v,175605.392
477,Key.space,175901.53699999998
478,t,176614.27099999998
479,h,176836.628
480,e,177062.212
481,Key.space,177264.473
482,s,177458.381
483,a,177709.168
484,m,177920.919
485,e,178163.669
486,Key.space,178394.044
487,p,178631.20299999998
488,o,178861.978
489,r,179117.069
490,l,179374.21099999998
491,m,179895.283
492,p,180118.15
493,a,180342.349
494,k,180621.75199999998
495,l,180622.148
496,q,180883.986
497,o,181229.139
498,l,181498.15
499,w,181796.99
500,n,182101.08
501,x,182336.255
502,b,182612.974
503,e,183085.098
504,i,183325.395
505,l,183603.492
506,o,183861.878
507,s,184082.278
508,k,184303.391
509,d,184513.145
510,j,184712.29499999998
511,r,185208.055
512,i,185473.101
513,u,185724.76299999998
514,f,185954.843
515,j,186192.177
516,Key.space,186441.66999999998
517,Key.enter,186691.557
518,Key.enter,186939.80899999998
519,Key.space,187207.8
520,j,187455.85
521,u,187730.81999999998
522,r,187990.843
523,k,188290.441
524,w,188930.633
525,z,189191.36
526,u,189535.80899999998
527,e,189787.576
528,n,189978.69199999998
529,e,190264.65099999998
530,u,190564.527
531,z,190859.973
532,i,191151.68099999998
533,s,191363.218
534,l,191572.53399999999
535,o,191806.46
536,a,192089.724
537,p,192298.655
538,q,192557.273
539,m,192800.514
540,w,193045.649
541,",",193320.63499999998
542,n,193355.805
543,n,195807.489
544,x,196146.73299999998
545,b,196459.514
546,c,196630.15399999998
547,g,196916.501
548,d,197188.38499999998
549,h,197439.43
550,v,197642.448
551,j,197908.34999999998
552,f,198148.848
553,k,198373.745
554,l,198643.376
555,a,198909.194
556,o,199155.625
557,e,199394.438
558,p,199641.36299999998
559,m,199897.84
560,q,200219.354
561,Key.enter,201129.322
562,w,201508.136
563,Key.space,201794.30099999998
564,x,202046.234
565,n,202286.27899999998
566,Key.space,202527.913
567,c,202783.199
568,n,203023.41
569,Key.space,203282.957
570,v,203626.337
571,Key.space,204179.56699999998
572,Key.space,204463.193
573,j,204738.99399999998
574,d,204999.014
575,Key.space,205265.652
576,k,205534.862
577,d,205840.92799999999
578,Key.space,206084.778
579,Key.space,206371.58299999998
580,Key.space,206721.281
581,Key.enter,207128.951
582,d,207571.093
583,k,207880.33599999998
584,i,208165.155
585,Key.space,208541.42799999999
586,Key.enter,208902.294
587,Key.space,209324.895
588,Key.enter,209620.481
589,Key.space,209900.74599999998
590,m,210166.031
591,p,210397.837
592,a,210658.11899999998
593,i,210941.821
594,l,211249.917
595,e,211547.921
596,o,211766.217
597,a,212579.786
598,a,212870.742
599,a,213594.30299999999
600,a,213956.786
601,a,214282.16199999998
602,z,214581.802
603,z,214858.732
604,z,215183.96
605,z,215442.36899999998
606,e,215778.095
607,e,216062.603
608,r,216302.58099999998
609,r,216552.565
610,t,216799.539
611,t,217051.519
612,t,217299.766
613,y,217553.541
614,y,217849.617
615,y,218104.56399999998
616,u,218346.61599999998
617,i,218611.093
618,i,218874.136
619,i,219102.237
620,o,219333.599
621,o,219563.611
622,p,219822.51299999998
623,p,220036.503
624,m,220273.95599999998
625,m,220524.155
626,l,220829.44
627,l,221147.307
628,k,221490.42299999998
629,k,221729.468
630,j,221983.69199999998
631,j,222227.81199999998
632,h,222500.454
633,h,222749.75999999998
634,h,222960.783
635,g,223270.569
636,g,223520.17599999998
637,g,223750.346
638,f,223997.29799999998
639,f,224255.329
640,f,224508.69999999998
641,d,224759.204
642,d,225007.334
643,d,225295.231
644,s,225558.247
645,s,225798.253
646,s,226032.248
647,q,226294.384
648,q,226536.209
649,q,226789.299
650,w,227069.182
651,w,227363.092
652,w,227630.285
653,x,227921.11899999998
654,x,228180.231
655,c,228419.272
656,c,228705.24099999998
657,v,228705.633
658,c,229053.08
659,c,229314.876
660,v,229599.42799999999
661,v,229856.13199999998
662,v,230061.81399999998
663,n,230344.14599999998
664,n,230615.381
665,n,230865.072
666,b,231126.971
667,b,231379.876
668,b,231702.016
669,v,231968.54799999998
670,n,232232.04799999998
671,c,232548.672
672,b,232800.587
673,x,233019.804
674,v,233276.87099999998
675,w,233503.228
676,b,233746.30899999998
677,b,233995.129
678,x,234228.816
679,n,234494.985
680,n,234732.18899999998
681,c,234961.84
682,b,235185.881
683,v,235422.66799999998
684,h,235656.392
685,f,235895.704
686,j,236150.932
687,k,236410.769
688,s,236648.71399999998
689,m,236911.837
690,l,236914.966
691,q,237146.69499999998
692,m,237412.754
693,p,237691.699
694,a,237907.201
695,o,238146.65399999998
696,l,238397.785
697,d,238669.84399999998
698,m,238889.588
699,p,239145.75
700,s,239419.631
701,l,239728.81399999998
702,q,240003.61
703,k,240239.92299999998
704,w,240481.136
705,n,240758.51299999998
706,s,241004.66799999998
707,a,241277.574
708,a,241555.921
709,e,241830.811
710,z,242085.473
711,r,242350.10499999998
712,t,242631.56399999998
713,s,242875.769
714,g,243132.49
715,h,243391.128
716,d,243635.52899999998
717,Key.space,247033.193
718,Key.space,247312.577
719,j,247584.37
720,u,247844.28399999999
721,a,248116.28199999998
722,Key.enter,248352.468
723,Key.enter,248591.34999999998
724,f,248826.25499999998
725,j,249075.481
726,u,249314.65399999998
727,l,249527.52
728,i,249765.27599999998
729,a,249950.677
730,n,250187.67299999998
731,q,250450.215
732,b,250720.443
733,w,250934.12
734,v,251148.08099999998
735,x,251383.123
736,n,251686.315
737,c,251935.134
738,y,252271.53699999998
739,e,252825.049
740,z,253199.775
741,z,253462.51799999998
742,z,253768.06
743,r,254076.17599999998
744,a,254272.935
745,e,254487.962
746,q,254686.08
747,d,254897.886
748,z,255100.02099999998
749,f,255351.17599999998
750,s,255579.519
751,r,255806.09999999998
752,d,256139.012
753,g,256369.33899999998
754,t,256669.226
755,h,257051.634
756,e,257248.0
757,y,257410.85799999998
758,d,257667.86099999998
759,j,257906.83
760,u,258159.88199999998
761,j,258565.94799999997
762,u,258846.834
763,k,259113.12399999998
764,i,259343.822
765,l,259615.778
766,o,259828.017
767,p,260106.816
768,m,260379.808
769,m,260661.788
770,l,260972.02399999998
771,n,261453.26499999998
772,n,261706.829
773,w,262001.90399999998
774,b,262275.679
775,b,262507.086
776,x,262690.625
777,v,262927.22099999996
778,c,263086.754
779,f,263299.723
780,d,263541.631
781,g,263798.66099999996
782,s,264013.988
783,h,264271.524
784,q,264484.678
785,j,264726.61699999997
786,k,265003.16
787,l,265278.765
788,m,265554.055
789,p,265846.44399999996
790,a,266086.679
791,o,266298.64999999997
792,z,266514.151
793,i,266745.044
794,e,266958.947
795,u,267171.012
796,r,267414.70399999997
797,y,267688.391
798,t,268006.437
799,t,268305.491
800,t,268569.854
801,a,268872.451
802,z,269145.05199999997
803,q,269361.826
804,s,269597.417
805,w,269923.399
806,e,270181.35099999997
807,d,270465.795
808,z,270654.44299999997
809,c,270865.132
810,s,271100.368
811,f,271259.985
812,r,271531.551
813,w,271792.282
814,v,272025.508
815,x,272199.239
816,b,272395.424
817,c,272634.338
818,g,272849.31299999997
819,t,273104.321
820,r,273372.274
821,y,273577.603
822,e,273787.241
823,n,273966.24799999996
824,h,274267.285
825,d,274534.255
826,u,274791.526
827,j,275061.68799999997
828,f,275323.948
829,k,275534.205
830,i,275774.214
831,r,275964.219
832,l,276202.13899999997
833,o,276453.81799999997
834,p,276697.12
835,m,276977.017
836,m,277247.191
837,l,277543.167
838,f,277805.135
839,k,278035.29099999997
840,d,278228.092
841,u,278440.852
842,v,278639.081
843,i,278865.99799999996
844,n,279180.852
845,n,279467.104
846,g,279661.028
847,j,279867.515
848,u,280137.896
849,t,280332.479
850,l,280566.05199999997
851,i,280895.011
852,i,281244.171
853,r,281519.198
854,k,281770.88
855,j,282135.407
856,d,282405.888
857,n,282643.864
858,j,283047.969
859,u,283316.28599999996
860,l,283519.696
861,i,283660.941
862,a,283883.141
863,n,284077.779
864,Key.space,284469.76399999997
865,w,284725.643
866,b,285009.785
867,e,285239.892
868,r,285460.653
869,v,285708.76399999997
870,Key.space,285975.70999999996
871,Key.space,286255.773
872,Key.enter,286562.26
873,Key.space,286936.658
874,Key.backspace,287261.62799999997
875,Key.backspace,287514.70499999996
876,Key.backspace,287757.093
877,f,288060.696
878,j,288338.673
879,h,288354.504
880,h,288654.98
881,y,288909.109
882,j,289112.852
883,u,289403.499
884,Key.space,289649.49199999997
885,l,289863.798
886,i,290087.71499999997
887,Key.space,290332.556
888,Key.backspace,290578.6
889,Key.backspace,290869.56
890,Key.space,291156.89
891,l,291408.006
892,i,291646.407
893,m,291933.477
894,o,292193.028
895,i,292445.534
896,i,292716.896
897,u,292736.841
898,u,293497.307
899,u,293736.311
900,y,294016.45
901,t,294269.296
902,l,294506.19
903,i,294736.96499999997
904,r,294957.26
905,j,295114.415
906,e,295337.566
907,n,295532.262
908,a,295832.38399999996
909,s,296106.19299999997
910,s,296321.163
911,s,296555.39499999996
912,s,296763.66699999996
913,d,297064.20999999996
914,Key.space,297309.256
915,c,297536.053
916,j,297742.239
917,u,297967.528
918,v,298162.575
919,l,298359.366
920,i,298590.218
921,b,298779.08499999996
922,n,298981.213
923,Key.space,299190.126
924,Key.enter,299429.114
925,Key.enter,299682.92699999997
926,Key.backspace,299974.24799999996
